name,status,url,title,channel,duration_s,note
Barbell Clean Deadlift,matched,https://youtu.be/YosC3U8zpy4,Clean Deadlift (PVC or empty barbell),Weightlifting 101,20.0,
Barbell Step-Up,matched,https://youtu.be/ZkRXmaks7_Q,Barbell Step Up - Power Focus [Exercise Demonstration],Return To Perform,9.0,
Kettlebell Leg Pass,no_match,,,,,
Pilates,no_match,,,,,
Smith Machine Rear Shoulder Press,no_match,,,,,
Decline Reverse Crunch,matched,https://youtu.be/9V9LgH2Ty5w,Dumbbell Decline Reverse Crunch | My Exercises in 15s!,Efficiency Fitness Training,16.0,
Barbell Seated Twist,matched,https://youtu.be/F9OT-8VG44M,Barbell Seated Twist Waist Exercise,Genemedics Health Institute,27.0,
Dumbbell Decline Press,matched,https://youtu.be/4R_GwRhG0rY,How To Decline Dumbbell Press,PureGym,16.0,same video used for several exercises
Thoracic Spine Extension (Foam Roller),matched,https://youtu.be/qSmuPsi1_9g,Thoracic Cat Cow | Spine Range of Motion | Flexion & Extension,E3 Rehab Exercise Library,19.0,
Cable Seated Bicep Curl,matched,https://youtu.be/3SePqFdvfBg,Seated Bicep Cable Curl with Straight Bar,Central Athlete,19.0,same video used for several exercises
Stability Ball Hamstring Curl to Bridge,matched,https://youtu.be/AjBsoiqiSyM,Stability Ball Glute Bridge to Hamstring Curl,SB Training,14.0,
Side Plank Hip Abduction,matched,https://youtu.be/VJNBhLMC8Rg,Side Plank With Hip Abduction Hold for Runners,Steady State Health,21.0,
Cross-Leg Side Stretch (Supine),matched,https://youtu.be/BCqLy8nPBEI,Running Exercise - Cross Leg Side Stretch for Cool Down Post Run,GetFitso,19.0,
Dumbbell Front Incline Raise,matched,https://youtu.be/zSFLEDnfEK8,Exercise Videos- Incline Dumbbell Front Raise,HyperStrike28,21.0,
Cable Bent-Over Lateral Pulley,no_match,,,,,
Barbell Rear Military Press,matched,https://youtu.be/B4U0xgIj2VA,Rear Military Press With Barbell,Chunk Fitness,23.0,same video used for several exercises
Rear Pull-Up (Wide Grip),no_match,,,,,
Barbell Squat (Wide Stance),matched,https://youtu.be/rrJIyZGlK8c,How To Do A Barbell Back Squat,PureGym,24.0,same video used for several exercises
Cable Seated Row to Neck,matched,https://youtu.be/LHnhBlID3TE,EXERCISE TUTORIAL: Cable Seated Row - Rope Pull to Neck,Josh Bowers,15.0,
Shoulder Rotation,matched,https://youtu.be/4tpl-huz060,Shoulder exercise - External Rotation Retraction,www.sportsinjuryclinic.net,23.0,
Cable Pulldown Bicep Curl,matched,https://youtu.be/ECRrkOBfVEM,Pulldown Bicep Curl,Kas Kuvvet,18.0,
Dumbbell Seated Dublin Press,matched,https://youtu.be/c28638rjwRg,Seated Dumbbell Dublin Press,fitlopedia,21.0,
Dumbbell Incline Spider Curl,matched,https://youtu.be/stRj5jlt6JQ,How to do a Dumbbell Incline Facedown Curl (Spider Curls) | Rowlett Transformation Center,Rowlett Transformation Center,24.0,
Kettlebell Windmill,matched,https://youtu.be/ITSmgn_BQgY,Kettlebell Windmill Tutorial | Kettlebell Exercises,Onnit,21.0,
Hanging Knee Raise Rotation,matched,https://youtu.be/BPglZeSwQt8,Full Rotation Hanging Knee Raise Ab Exercise,WarGym Tanda,6.0,
Leg Raise with Hip Thrust,matched,https://youtu.be/lxdS-oh4nT4,Leg Raise with Hip Thrust | Patient Exercises,Patient Exercises,22.0,
Downward Facing Dog,matched,https://youtu.be/D360_jWCxW4,120 downward facing dog- incorrect form,Kirstin Brekken,11.0,
Single-Leg Squat,matched,https://youtu.be/7oHiAdRQbyc,How to Do a Single Leg Chair Squat with Touch Exercise | MedBridge,Medbridge,27.0,
Barbell Drag Curl,matched,https://youtu.be/ZHa0OAcn7Bc,Barbell Drag Curl - OPEX Exercise Library,OPEX Fitness,17.0,
Trap Bar Squat,matched,https://youtu.be/ezWS07xkIzE,Trap Bar Squat,OPEX Fitness,13.0,
Knees to Chest Hug,matched,https://youtu.be/bPltktBq3zA,How to do Hug Knees to Chest | Joanna Soh,Joanna Soh,16.0,
Dumbbell Incline Row (Reverse Grip),matched,https://youtu.be/Nx0TzjgsI-0,How To Do An Incline Dumbbell Row,PureGym,16.0,
Machine Unilateral Row,matched,https://youtu.be/YOkDPUOXos4,Unilateral Machine Row Neutral Grip,Gabriel Ignacio,19.0,
Barbell Clean,matched,https://youtu.be/n6lRtVV7LYY,Barbell Hang Clean - How To,Bobby Maximus,23.0,same video used for several exercises
Weight Plate Reverse Curl,matched,https://youtu.be/GhD0U3KPoUU,Weight plate reverse curl,FİTRİTİM,24.0,
Cable One-Arm Reverse Curl,no_match,,,,,
Barbell Hack Squat,matched,https://youtu.be/crRfGrisNrU,Barbell Hack Squat,Lukas Duncan (lukasbduncanmuscle),18.0,
Dumbbell Incline Fly With A Twist,matched,https://youtu.be/H8ecZAg7vHk,Incline-Bench-Dumbbell-Fly-With-A-Twist Erol Uğur Sporizle.tv,Erol Uğur,8.0,
Barbell Tricep Press (Close Grip),matched,https://youtu.be/kFwKJAJApXU,How to Do Barbell Close Grip Press | Triceps Exercise!,Zi workout,21.0,
Kettlebell Push-Up,matched,https://youtu.be/6aMmSehlZTk,Kettlebell Push Up,Functional Bodybuilding,15.0,
Dumbbell Squat to Shoulder Press,matched,https://youtu.be/rXstLR0lT2k,Dumbbell Squats To Shoulder Press - Proper Form & Technique [4K],Steev,15.0,
Dumbbell Jump Squat,matched,https://youtu.be/-qu2L4S2xtU,Dumbbell Jump Squat Demo,Stronger Runner,18.0,
Dumbbell Seated Single-Leg Calf Raise,matched,https://youtu.be/_3l43m-1Gew,Single Leg Dumbbell Seated Calf Raises,My PT Hub,14.0,
Dumbbell Seated Wrist Curl (Palms Down),matched,https://youtu.be/btN1oReDGNI,Dumbbell Seated Neutral Wrist Curl female Forearms Exercise,Genemedics Health Institute,26.0,
Smith Machine Front Squat,matched,https://youtu.be/EVaxJjHIPwI,Smith Machine Front Squat (Arms Crossed),E3 Rehab Exercise Library,16.0,
Reverse Lunge Crossover,matched,https://youtu.be/ga4TJBSsMd0,"Crossover Reverse Lunge, Tutorial, Exercise Video, Workout, SEXioFIT",SEXioFIT,26.0,
Decline Bench Ab Reach,no_match,,,,,
Kneeling Thoracic Mobility,matched,https://youtu.be/Bv4e7K6if40,91. Open The Book (Kneeling) - Thoracic Spine Mobility Exercise,Northallerton Osteopaths at Hale House,23.0,
Dumbbell Seated Front Raise (Hammer),matched,https://youtu.be/h4Jvm80kXSw,Dumbbell Seated Front Raise - Proper Form & Technique [4K],Steev,7.0,same video used for several exercises
Dynamic Back Stretch,no_match,,,,,
Child's Pose,matched,https://youtu.be/nMp3MlTz9fA,How to do a child's pose stretch,Medibank,22.0,same video used for several exercises
Bent Knee Hundreds,matched,https://youtu.be/7mmqN_uBplM,Pilates Hundred- knees bent,Leah Travisano,11.0,
Cable Rope Row to Neck,matched,https://youtu.be/zOR-oqgZO50,Winnipeg Personal Trainer Row To Neck With Rope,kumar praveen,21.0,
Dumbbell One-Arm Incline Chest Press,no_match,,,,,
Cable One-Arm Preacher Curl,matched,https://youtu.be/DUxji6eWTVg,How to Fitness Series: How to do Cable One Arm Preacher Curls | Refine YOU,Refine YOU,16.0,same video used for several exercises
Stability Ball Weighted Sit-Up,matched,https://youtu.be/_u6Hqbl-EMs,Stability ball weighted sit-ups,Sherry Winslow,14.0,
Shell Stretch,matched,https://youtu.be/BYcExakEl7M,Shell Stretch,Defence Forces Physiotherapy,23.0,
Cable Incline Tricep Extension,matched,https://youtu.be/egIT79Uln0c,"Cable Incline Tricep Extension: Triceps, Arm Exercise Demo How-to",FitSW Fitness Software,23.0,
Barbell Push Press Behind the Neck,matched,https://youtu.be/XY5YvJMeSSY,Barbell Behind Neck Push Press - Proper Form & Technique [4K],Steev,14.0,
Dumbbell Rotational Row,matched,https://youtu.be/ZpI28mfvRsw,Dumbbell Palm Rotational Bent Over Row female Back Exercise,Genemedics Health Institute,26.0,
Plank with Alternating Knee Drive,matched,https://youtu.be/pkaENIGSHtU,Plank Alternating L-Knee Drive,Eternal Fitness,20.0,
Side-Lying Thoracic Rotation,matched,https://youtu.be/EHZJns1bXPM,Side Lying Thoracic Rotation,The Active Life,26.0,
Dumbbell Decline Tricep Extension,matched,https://youtu.be/SeExkEo63mo,Decline Dumbbell Tricep Extension - How to do Decline Tricep Extension,WeightTrainingCom,26.0,
Dumbbell Deltoid Raise,no_match,,,,,
Wide Leg Stretch,matched,https://youtu.be/GQPT2wlVpmo,How to do a Wide Leg Squat stretch,Medibank,26.0,
Barbell Rocking Standing Calf Raise,matched,https://youtu.be/JU9XK0QQ4So,Rocking Standing Calf Raise   Exercise Videos & Guides   Bodybuilding com,how to lose weight with the keto diet,20.0,
Shoulder Circles,matched,https://youtu.be/kxyZyR93rVA,🔄 Arm Circles Exercise | Improve Shoulder Mobility & Warm Up Fast,Prime Fitness,11.0,
Dumbbell Alternating Bent-Over Reverse Fly,matched,https://youtu.be/aLlj806R0zU,Shoulder Alternating Reverse Fly (Dumbbells) - Bent Over,More Active,9.0,
Weight Plate High Front Raise,matched,https://youtu.be/ZDyeGA16xy4,High Weight Plate Front Raise,Kas Kuvvet,15.0,
Cable Seated Rotation (Stability Ball),matched,https://youtu.be/8KkGcMWTYjI,Seated Cable Rotation,Core Principles Personal Training,26.0,
Alternating Floor Leg Raise,no_match,,,,,
Dumbbell Wrist Curl (Neutral Grip),matched,https://youtu.be/UYKkkRSKbIQ,Neutral Wrist Curls (Using Dumbbell. weight),Mike Snyder,16.0,
Dumbbell Alternating Kickback,matched,https://youtu.be/X10967UypQk,Alternating Dumbbell Tricep Kickback,Kelsea Nannini,10.0,
Stability Ball Trunk Rotation,matched,https://youtu.be/XhSXELzPNLY,Stability Ball Trunk Rotations,topspeedschool,27.0,
Straight Arm Plank,matched,https://youtu.be/MDxfAuBbHHA,How to do a Straight-Arm Plank  | Proper Form & Technique | NASM,National Academy of Sports Medicine (NASM),19.0,
Hip Adduction,matched,https://youtu.be/P1pLE1jmnI0,Cable Hip Adduction,ThriveTraining,26.0,
Hanging Pike,matched,https://youtu.be/Cs0aTqu-Fww,hanging pike w en,Mood Luck,25.0,
Cable One-Arm Tricep Kickback (Reverse Grip),no_match,,,,,
Bench Leg Pull-In,matched,https://youtu.be/AqiicMLlL98,My PT Hub Exercise Library - Flat Bench Leg Pull-In,My PT Hub,24.0,
Band Shoulder Press,matched,https://youtu.be/nKBSk9Y5olc,Band Shoulder Press Exercise,PLAE,16.0,
Barbell Hang Clean,matched,https://youtu.be/n6lRtVV7LYY,Barbell Hang Clean - How To,Bobby Maximus,23.0,same video used for several exercises
Dumbbell Alternating Tricep Extension,matched,https://youtu.be/NnP83rpFqRw,Alternating Isometric Dumbbell Tricep Extension,Chad Blair,17.0,
Dumbbell High Curl,matched,https://youtu.be/x2b2Bv6kq7Q,DUMBBELL HIGH CURL,fymbleapp,16.0,
Dumbbell Cross Tricep Extension (Supine),matched,https://youtu.be/tG3BKvnkWB0,Cross Body Dumbbell Tricep Extension,Jeff Snyder,15.0,
Cable One-Arm Concentration Curl,no_match,,,,,
Barbell Kneeling Wrist Curl (Palms Down),matched,https://youtu.be/3UomiPXmkO4,Kneeling Barbell Wrist Flexion Curls,Manukau Institute of Technology School of Sport,29.0,same video used for several exercises
Cable One-Arm Rotational Row,no_match,,,,,
Ankle Circles,matched,https://youtu.be/om1IAdzpKsg,Ankle Circles (Exercise Demo),The Barefoot Sprinter,22.0,
Seated Hamstring Stretch,matched,https://youtu.be/HFPbNaMzW3M,Stretching exercises - Seated hamstring stretch,www.sportsinjuryclinic.net,15.0,
Split Jump,matched,https://youtu.be/nN-fkSOL1ds,How To Do A Split Jump,JeremyScottFitness,8.0,
Smith Machine Bench Press (Wide Grip),matched,https://youtu.be/O5viuEPDXKY,Smith Machine Bench Press,Renaissance Periodization,12.0,same video used for several exercises
Push-Up to Side Plank,matched,https://youtu.be/pJUY83BsReY,How to do Push-Up To Side Plank | Joanna Soh,Joanna Soh,23.0,
Side Step-Up,matched,https://youtu.be/fnyi4hDabkQ,How to do Side Step-Ups | Joanna Soh,Joanna Soh,18.0,
Dumbbell Single-Leg Calf Raise,matched,https://youtu.be/hP6ntc92ASk,Single-Leg Dumbbell Calf Raise,Testosterone Nation,19.0,
Dumbbell Decline Bench Lunge,matched,https://youtu.be/M9e7sUCot3E,EQUIPMENT-NO COMBINED 664  Dumbbell Decline Bench Lunge,online PT,21.0,
Dumbbell Lateral Lunge with Bicep Curl,no_match,,,,,
Bent Knee Hip Raise,matched,https://youtu.be/VsK9rz0xNI4,Bent Knee Hip Raise Exercise,Ryna Flor,18.0,
Scorpion,matched,https://youtu.be/q9Sllm2jEss,Floor Scorpion Mobility Exercise,Onnit Academy,18.0,
Dumbbell Alternating Reverse Curl,matched,https://youtu.be/S23y3ktmnUY,Dumbbell Reverse Curl (Alternating),Fight Fitness,26.0,
Dumbbell Wall Squat Hold,matched,https://youtu.be/EIK8PXNRBjY,Fitness Band - Wall Squat Hold,UnlimitedExercises,16.0,
Wrist Circles,matched,https://youtu.be/vwsLb3pBDo4,How to Do Hand-to-Hand Wrist Circles | Improve Wrist Mobility & Control,Peak Functional,29.0,
Kneeling Forearm Stretch,matched,https://youtu.be/VuzkBRvf81o,Forearm Stretch - kneeling,Code XIX,11.0,
Stability Ball Plank,matched,https://youtu.be/2yenA3JNh5Q,Stability Ball Plank,Life FitnessTraining,17.0,
Calf Machine Shoulder Shrug,matched,https://youtu.be/B2pVOQwM4es,Calf Machine Shoulder Shrug Exercise Demo How-to,FitSW Fitness Software,12.0,
Dumbbell Incline Alternating Hammer Curl,matched,https://youtu.be/PIdsj1v3fmA,Alternating Incline Dumbbell Hammer Curl - OPEX Exercise Library,OPEX Fitness,14.0,same video used for several exercises
Stability Ball Pull-In,matched,https://youtu.be/Ode4tpT7d7s,How to do Stability Ball Pull-in,Fitness Evolution,15.0,
Kettlebell Clean,matched,https://youtu.be/-f5TkjaYUEc,How To Do The Double Kettlebell Clean Exercise | Onnit Tutorials,Onnit,18.0,
Barbell One-Arm Floor Press,matched,https://youtu.be/jUXUJxxBmjY,One Arm Floor Press Exercise Guide and Video,Good Exercises “TO” Lose Weight,19.0,
Cable One-Arm Side Bend,matched,https://youtu.be/uZNhCPxH8r4,One Arm High Pulley Cable Side Bends Abs Exercise AFITNY CallenFitness,CallenFitness,22.0,
Iron Cross Stretch,matched,https://youtu.be/MhQp54FXMqU,Iron Cross Stretch | Thoracic Spine Mobility Exercise,PRO+ Sports Medicine Education,26.0,
Abdominal Hip Roll,matched,https://youtu.be/5vLzaJt1XyA,beginners abdominal hip roll exercise,Roscoe Nash,27.0,
Weight Plate Squat,matched,https://youtu.be/5mJQXTG2ZoY,WEIGHT PLATE SQUAT,FTF,17.0,
Plyo Box Step-Ups,matched,https://youtu.be/hXCjulnqk2s,Box Step Up - Plyometric Box Training,SMAI,13.0,
Upper Back Stretch,no_match,,,,,
Stability Ball Pike Push-Up,matched,https://youtu.be/Ujn1cMZo4iA,Shoulders   Pike Push Ups with Grips on Stability Ball,CrushFitness,14.0,
Cable Calf Raise,matched,https://youtu.be/Z6l_MUXvonY,How To Do: Cable Calf Raise | Leg Workout Exercise,Fitway - Workout Trainer,26.0,
Weight Plate Hand Squeeze,no_match,,,,,
Push-up to Renegade Row,matched,https://youtu.be/RuJ9a05aa0A,How to do a Dumbbell Renegade Row to Push-Up,National Academy of Sports Medicine (NASM),18.0,
Cable Rope One-Arm Preacher Curl (Hammer),matched,https://youtu.be/9wqia-XJSy8,M1-147 - Cable One-Arm Preacher Curl,TYTAX,9.0,
Dumbbell Alternating Press,matched,https://youtu.be/wOa4YyxyiKI,How to do a Alternating Dumbbell Bench Press,National Academy of Sports Medicine (NASM),21.0,same video used for several exercises
V Bar Pull-Up,no_match,,,,,
Upward Facing Dog,matched,https://youtu.be/LLzttVsx6Yg,How To Upward Facing Dog,Third Space London,7.0,
Kettlebell Alternating Row,matched,https://youtu.be/doPA462HS9Y,Alternating Kettlebell Row | The Fitness Maverick Online Coaching,Gareth Sapstead,18.0,
Boat Pose,matched,https://youtu.be/OMOzA6FO4fk,Boat Pose for Core Strength,Atlantic Physical Therapy Center,27.0,
Barbell Snatch Shrug,matched,https://youtu.be/4tCCI7abjDA,Barbell Shrug (Snatch Grip),P1 Athlete,13.0,
Barbell Tricep Press (Supine),no_match,,,,,
Frog Sit-Up,matched,https://youtu.be/Wym5HfHseGA,Frog Sit Ups   Exercise Videos & Guides   Bodybuilding com,how to lose weight with the keto diet,21.0,
Smith Machine Deltoid Row,matched,https://youtu.be/rSRk-33YQUI,"Smith Machine Upright Rows: Shoulders, Deltoid Exercise Demo How-to",FitSW Fitness Software,13.0,
Dumbbell Lateral Raise (Side-Lying),matched,https://youtu.be/XPPfnSEATJA,How to do a Dumbbell Lateral Raise,National Academy of Sports Medicine (NASM),19.0,same video used for several exercises
Posterior Capsule Stretch,matched,https://youtu.be/EksYeCrklWE,Hip Posterior Capsule Stretch with Inferior Mobilization,The Barbell Physio,13.0,
Weighted Side Rotation,no_match,,,,,
Dumbbell Alternating Lateral Raise,matched,https://youtu.be/84q9sQoxwYI,Dumbbell alternating Lateral Raise,FITTR,15.0,same video used for several exercises
Upward Stretch,matched,https://youtu.be/rWXy0LjnHbs,Upward Stretch   Exercise Videos & Guides   Bodybuilding com,how to lose weight with the keto diet,28.0,
Barbell Side Split Squat,matched,https://youtu.be/8tN3Dljp7MI,Static Barbell Side Split Squats,My PT Hub,15.0,
EZ Bar Seated Curl (Close Grip),matched,https://youtu.be/UNR_5BUYpLg,Seated EZ Bar Curl,OPEX Fitness,15.0,
Band Squat,matched,https://youtu.be/u_u8k-VF3IA,"Squat with band - Knee, Hamstring & Thigh  exercises -",www.sportsinjuryclinic.net,25.0,
Barbell Rear Press,matched,https://youtu.be/B4U0xgIj2VA,Rear Military Press With Barbell,Chunk Fitness,23.0,same video used for several exercises
Dumbbell Single-Leg Squat,matched,https://youtu.be/9PGQvfYke74,Single Leg Dumbbell Squat,FITASTIC,10.0,
Barbell Reverse Bench Press (Wide Grip),matched,https://youtu.be/yOqnWMylR3Q,Barbell Bench Press (Reverse Grip),E3 Rehab Exercise Library,20.0,
Decline Oblique Crunch,matched,https://youtu.be/p5FGLF2fFdk,Decline Oblique Crunches,My PT Hub,14.0,
Single-Leg Bench Dip,matched,https://youtu.be/M_xVh93kG2Q,Triceps Workout - How To Do Bench Dips Single Leg - Triceps Training,Fullersears,27.0,
Alternating Leg Bridge,matched,https://youtu.be/i2jIa-rjv4Q,Bridges On Physioball Alternating Leg Lifts,MGHOrthopaedics,25.0,
Barbell Incline Bench Pull,no_match,,,,,
Kettlebell One-Arm Military Press,matched,https://youtu.be/7erxS5cebhU,Kettlebell One Arm Military Press,USA Iron,27.0,
Dumbbell Incline Shoulder Raise,matched,https://youtu.be/Q11bWwok17k,Athletes.com - Dumbbell Incline Shoulder Raise Exercise,athletesdotcom,20.0,
Cable Rotational Crunch (Kneeling),matched,https://youtu.be/3uZJh23iYbE,Kneeling Cable Resisted Rotational Crunch,Michigan Rugby,11.0,
Back Extension (Prone),matched,https://youtu.be/tIZppe-RB0g,McKenzie Press-up (Back Extension Exercise) -HD,Olympia Sports Chiropractor | Kelly Golob DC,22.0,
Smith Machine Bent-Over Row (Reverse Grip),matched,https://youtu.be/3_PeX9e9aCM,Smith Machine Bent Over Rows,My PT Hub,20.0,same video used for several exercises
Cable Lying Tricep Extension,matched,https://youtu.be/LWW0tvlgC24,Cable Lying Triceps Extension,My PT Hub,15.0,
Kettlebell Military Press,matched,https://youtu.be/JEcLIscUSfc,AMPFit Exercise Library - (Kettlebell) Military Press,AMPFit | Always Making Progress,23.0,
Cable Decline Press,matched,https://youtu.be/xIRXGNfy-nU,Decline Cable Press,BODYCRAFT,27.0,
Back Stretch,no_match,,,,,
Dumbbell One-Arm Incline Curl,no_match,,,,,
Side Jacknife,no_match,,,,,
Windshield Wipers,matched,https://youtu.be/l-RhNMneVcc,Supine Windshield Wipers Mobility Exercise,Jordan Weber Fitness,22.0,
Dumbbell Seated One-Arm Shoulder Press,no_match,,,,,
Back Bend,matched,https://youtu.be/LW07PbZ70V0,back bending,Pathway Fit,22.0,
Dumbbell Bicep Curl (Supine),no_match,,,,,
Cable Rope Incline Tricep Extension,matched,https://youtu.be/iW_dlMLEBmM,Incline Cable Tricep Extensions Rope Attachment,My PT Hub,14.0,
Trap Bar Farmer’s Walk,no_match,,,,,
Bench Oblique Crunch,matched,https://youtu.be/2F-EhzrKNEE,Off-Bench Oblique Crunch | GPS Human Performance,GPS Human Performance,17.0,
Smith Machine Bicep Curl,matched,https://youtu.be/WshgtVD_czw,Smith Machine Bicep Curl Upper Arms Exercise,Genemedics Health Institute,27.0,
Smith Machine Incline Bench Press (Reverse Grip),matched,https://youtu.be/GWPyAnB2K5I,Smith Machine Incline Bench Press,The Female Collective ,25.0,same video used for several exercises
Long Jump,matched,https://youtu.be/-7uLo7LDIfs,Box Long Jump | Sail Technique,manju ss,15.0,
Assisted Hyperextension,matched,https://youtu.be/jRKg4eGH3bI,Back + Lats - Assisted Hyperextension,Jase Stuart - Better Body Academy,16.0,
EZ Bar Preacher Curl (Reverse Grip),matched,https://youtu.be/sxA__DoLsgo,EZ Bar Preacher Curl,Renaissance Periodization,15.0,same video used for several exercises
Band Hip Lift,no_match,,,,,
Dumbbell Rotational Bench Press,no_match,,,,,
Dumbbell Fly (Stability Ball),matched,https://youtu.be/bgC53-J-6gA,How To Do A Dumbbell Floor Fly,PureGym,11.0,same video used for several exercises
Sphinx,matched,https://youtu.be/foqDluSLMSo,"""WEATHERING OF THE SPHINX"" - 🌦️🌊🌡️🏜️🐫🔺🌐📜🗣️♌🦅",Hi Hello Let's Go!,6.0,
Dumbbell One-Arm Wrist Curl,no_match,,,,,
Barbell One-Arm Row,matched,https://youtu.be/awpw9fL2k7o,One Arm Barbell Row,Testosterone Nation,15.0,
Kettlebell Renegade Row,matched,https://youtu.be/NNTpBlHRcA4,How to do a Kettlebell Renegade Row,National Academy of Sports Medicine (NASM),13.0,
Band Good Morning,matched,https://youtu.be/lqxi7wzFOkQ,How to do Good Mornings with a Resistance Band,Kerry S,17.0,
Climber Pull-Up,matched,https://youtu.be/bDpaYemKtwE,Mountain climber pullups,CrossFit Buckhead,16.0,
Calf Raise On A Dumbbell,matched,https://youtu.be/SRUtMJ0tE2A,Dumbbell Calf Raises Tutorial,IronmasterPro,29.0,same video used for several exercises
Kettlebell Alternating Shoulder Press,matched,https://youtu.be/TE56Vqyszqc,Alternating Kettlebell Shoulder Press,My PT Hub,17.0,
Weighted Drop Push-Up,matched,https://youtu.be/WVffl91g1EM,Weighted push ups with plate (drop sets),Superior Athlete Ai.,25.0,
Machine Landmine Row (Reverse Grip),matched,https://youtu.be/hYo72r8Ivso,How To Do T Bar Rows (Landmine Rows),PureGym,11.0,same video used for several exercises
Cable Rope Seated Crossover Row,matched,https://youtu.be/7KhA_TDJuyQ,Rope Crossover Seated Row,Kas Kuvvet,20.0,
Smith Machine Toe Raise,matched,https://youtu.be/tTkP9izcC-Y,Smith Machine Toe Raise,Kas Kuvvet,10.0,
Hip Abduction,matched,https://youtu.be/iqePDjAJzpA,Isometric hip abduction against a wall,Physiohealth01,27.0,
Posterior Tibialis Stretch,no_match,,,,,
Posterior Lower Leg Stretch,no_match,,,,,
Barbell Squat with Narrow Stance,matched,https://youtu.be/O89t6hycAtk,Exercise Videos- Narrow-Stance Barbell Parallel Squat,HyperStrike28,7.0,
Knee to Chest (Supine),matched,https://youtu.be/5R7eWaNWO3U,Double Knee to Chest - Ask Doctor Jo,AskDoctorJo,29.0,
Dumbbell One-Arm Reverse Curl,no_match,,,,,
Band Upright Row,matched,https://youtu.be/7um_i5Hokgs,Band Upright Row Exercise,PLAE,11.0,
Isometric Chest Press,matched,https://youtu.be/9iXLwINlDEU,Chest Press w. Wall ISOMETRIC,Steve Roberts,15.0,
Barbell Pin-Off Good Morning,matched,https://youtu.be/FubluSoLsmk,Good Mornings Off Pins,My PT Hub,20.0,
Smith Machine Bench Squat,matched,https://youtu.be/BzdufU6pWvs,Smith Machine Bench Squat,FITASTIC,12.0,
Alternating Reach and Catch,matched,https://youtu.be/jzxnzBMfa7E,Alternating Reach and Catch,Fitmate AI Fitness Koçu,23.0,
Dumbbell Seated One-Arm Supported Tricep Extension,no_match,,,,,
Crunch with Hands Overhead,matched,https://youtu.be/mG5zS-a2AIY,Crunch   Hands Overhead  Exercise Videos & Guides,how to lose weight with the keto diet,20.0,
Weight Plate Sissy Squat,matched,https://youtu.be/MFllH3uFReg,Weight Plate Sissy Squats,My PT Hub,25.0,
Dumbbell Prone Shoulder Raise (Stability Ball),no_match,,,,,
Rocket Jump,matched,https://youtu.be/M5-2tDaQUs8,Rocket Jumps,SpeedTracs. High Intensity Trainer,13.0,
Smith Machine Shoulder Press (Wide Grip),matched,https://youtu.be/LTXjmRhbpAI,Smith Machine Shoulder Press  nasıl yapılır ?,MUTASYON GYM,22.0,
Tricep Side Stretch,matched,https://youtu.be/-Ck1iF5kdOA,Triceps and Side Muscles Stretch - CTRL Sports,CTRL Sports - Stretching Strap with Loops,24.0,
Leg Swing,matched,https://youtu.be/KxgTO2BGxLE,Diagonal Leg Swing Tutorial - Proper Form and Technique,Runna,20.0,
Smith Machine Hack Squat,matched,https://youtu.be/zZj-ibOLJHs,How To Do Smith Machine Hack Squats,PureGym,12.0,same video used for several exercises
Stability Ball Leg Lift,matched,https://youtu.be/EQhl71qo66g,Stability Ball Leg Lift,Fitness Pros LLC,16.0,
Cable Seated Overhead Curl,no_match,,,,,
Cable Upward Chop,matched,https://youtu.be/PD_KnB4bwYo,upward cable chop,Correct Fitness Systems,17.0,
Clap Push-Up,matched,https://youtu.be/Z9psWZT0WuQ,Clapping Push Ups,Marcus Filly,13.0,
Cable Incline Bench Row,matched,https://youtu.be/ZfPfRadYez8,Incline bench cable upright row with rope,Faction Training,12.0,same video used for several exercises
Stability Ball Back Extension,matched,https://youtu.be/0n2GmFfxScw,Stability Ball Back Extensions,Snap Fitness 24/7,14.0,
Dumbbell Alternating Shoulder Press,matched,https://youtu.be/hTZfYTKWGDo,Rotational Alternating Dumbbell Shoulder Press,Bayamshala by Koushik Balial ,12.0,
Dumbbell One-Arm Upright Row,no_match,,,,,
Runner's Stretch,no_match,,,,,
Cable Seated Shoulder Press,matched,https://youtu.be/WIyRdcauQVE,Seated Cable Shoulder Press,Central Athlete,18.0,
Dumbbell Concentration Curl on Stability Ball,matched,https://youtu.be/GtJRTYtD6_o,Stability Ball Concentration Curl,Matt Fisher,21.0,
Barbell Snatch Deadlift,matched,https://youtu.be/t0a1ce6z4ug,Snatch Grip Barbell Deadlift ,Black Lotus Training Operations,23.0,
Barbell Press Sit-Up,matched,https://youtu.be/CrM9fcsUbI0,Barbell Press Sit Ups,My PT Hub,16.0,
Child Pose Side Stretch,matched,https://youtu.be/40O_4gAP-Vs,Child's Pose with Side Stretch,RADCENTRE,21.0,
Cable Overhead Raise (Supine),matched,https://youtu.be/Nwm5bzpmwwg,Cable Overhead Raise,UWECATEP,9.0,
Barbell Rear Tricep Extension,no_match,,,,,
Dumbbell Reverse Fly (Prone),matched,https://youtu.be/zlfisQZSxU0,Reverse Dumbbell Fly,Women's Strength Nation by Holly Perkins,22.0,same video used for several exercises
Inchworm,matched,https://youtu.be/0HFXsIMKqUg,Inchworms,Wodstar,18.0,
Seated Rotation,matched,https://youtu.be/_71vJV2fZng,Seated Thoracic Rotation (Arms Crossed),E3 Rehab Exercise Library,13.0,
Barbell Cambered Row (Prone),matched,https://youtu.be/J2HNCU1CmDI,Cambered Barbell Row,Adrian Matei,9.0,
